,Address,Category,Latitude,Longitude,Name,Neighborhood
1,"C. Uruguay, 16",Food & Drink Shop,40.45493209974155,-3.6714214376629357,Dia % La Plaza,Hispanoamérica
2,"C. Víctor de la Serna, 39",Food & Drink Shop,40.457653,-3.670879,Carrefour Express,Hispanoamérica
3,"C. Bolivia, 9",Food & Drink Shop,40.457389365330826,-3.678028943415633,Mercado de Chamartín,Hispanoamérica
4,"Calle de Chile, 20",Food & Drink Shop,40.45706439886193,-3.676587762603451,DIA %,Hispanoamérica
5,Calle de Guatemala,Food & Drink Shop,40.45982647595239,-3.6722309390156416,Mercadona,Hispanoamérica
6,Príncipe De Vergara 291,Food & Drink Shop,40.45696962734634,-3.671447259090991,Cp shop,Hispanoamérica
7,C\ Bolivia 9,Food & Drink Shop,40.457392971394086,-3.678065536077972,Frutas Charito,Hispanoamérica
8,"Calle Bolivia 9, Mercado de Chamartín, planta baja.",Food & Drink Shop,40.457394,-3.6782784,La Mundial,Hispanoamérica
9,Costa Rica,Food & Drink Shop,40.45814,-3.676857,Panadería de la esquina,Hispanoamérica
10,C. Colombia,Food & Drink Shop,40.457316896247086,-3.673967922313479,Don Fruta,Hispanoamérica
11,C. Príncipe de Vergara 253,Food & Drink Shop,40.45619297936656,-3.677675250814285,Carrefour Market,Hispanoamérica
12,"Calle Bolivia, 9",Food & Drink Shop,40.457367086671084,-3.678261007302672,Carniceria Cesareo Gómez,Hispanoamérica
13,Mercado de Chamartin,Food & Drink Shop,40.45727417211343,-3.6768552019590057,La Tienda De Miya,Hispanoamérica
14,Mercado de Chamartín,Food & Drink Shop,40.457325,-3.678237,Mantequería y fiambres Suárez,Hispanoamérica
15,"C. Bolivia, 9",Food & Drink Shop,40.45731545320795,-3.6781454086303706,Jamón y Punto,Hispanoamérica
16,,Food & Drink Shop,40.457299,-3.678199,Pollería Paco,Hispanoamérica
17,Bolivia 9,Food & Drink Shop,40.45741,-3.678232,Bon Fromage,Hispanoamérica
18,"C/ Oruro, 13",Food & Drink Shop,40.45586125911513,-3.6780735547180003,Charamasca,Hispanoamérica
19,Plaza del Perú,Food & Drink Shop,40.46045331043796,-3.6768552019590057,Eroski Center,Hispanoamérica
20,Serrano 240,Food & Drink Shop,40.454334,-3.677618,Organic Market Food,Hispanoamérica
21,,Food & Drink Shop,40.458302,-3.677222,Moniberic,Hispanoamérica
22,"C/ Bolivia, 22",Food & Drink Shop,40.45745783346328,-3.6779794532545727,la Sirena,Hispanoamérica
23,"Plaza de la República Dominicana, 7",Food & Drink Shop,40.458673,-3.676321,Gudis,Hispanoamérica
24,"C. Bolivia, 9",Food & Drink Shop,40.45735627552586,-3.6780413355220865,Carnicería Raza Nostra,Hispanoamérica
25,Mercado De Chamartin,Food & Drink Shop,40.457446,-3.678103,Pescados Miguel,Hispanoamérica
26,Chile 15,Food & Drink Shop,40.457348,-3.675939,Balkan Corp,Hispanoamérica
27,Mercado De Chamartin,Food & Drink Shop,40.45708126269674,-3.678147845470835,La Carnicoteca,Hispanoamérica
28,Potosí,Food & Drink Shop,40.457328,-3.677993,López Astorgano,Hispanoamérica
29,"C. Príncipe de Vergara, 291",Food & Drink Shop,40.45957178733622,-3.6767561501807466,Opencor,Hispanoamérica
30,,Food & Drink Shop,40.45344,-3.674637,Finca García,Hispanoamérica
31,,Food & Drink Shop,40.45732116699219,-3.6779937744140625,pastelería Bolleria Uria Hnos.,Hispanoamérica
32,Mercado Chamartin,Food & Drink Shop,40.4573,-3.6779,La Casqueriacoteca,Hispanoamérica
33,"Bolivia, 9",Food & Drink Shop,40.457268358990945,-3.677533711862028,Crespi,Hispanoamérica
34,"Príncipe de Vergara, 259",Food & Drink Shop,40.45669878,-3.67728331,La Carte Des Vins,Hispanoamérica
35,"C. Bolivia, 9",Food & Drink Shop,40.45742500728995,-3.678282939061986,Ernesto Prieto,Hispanoamérica
36,"Bolivia, 32",Food & Drink Shop,40.45891427388394,-3.6777070552695688,Economato de Comunidades,Hispanoamérica
0,"Calle Puerto Rico,29",Clothing Store,40.457006,-3.674605,Kukos Zapatería Infantil,Hispanoamérica
1,,Clothing Store,40.45707256345078,-3.676820533814522,Shopping,Hispanoamérica
2,"C. Príncipe De Vergara, 260",Clothing Store,40.45657532782449,-3.6770780691702254,Calzedonia,Hispanoamérica
3,,Clothing Store,40.45635328213073,-3.6773207479184595,Vitor Zapateria,Hispanoamérica
4,,Clothing Store,40.45866,-3.676477,Menorca,Hispanoamérica
5,Republica del Ecuador,Clothing Store,40.4575746366416,-3.6769592065352144,Vitor Boutique,Hispanoamérica
6,"Chile, 3",Clothing Store,40.45562989700094,-3.6759092654061942,El Rincón de Mama,Hispanoamérica
7,Plaza del Ecuador 8,Clothing Store,40.455423,-3.677513,Tr3s Sie7e,Hispanoamérica
8,"Oruro, 14",Clothing Store,40.455384,-3.678458,Franpe Oruro,Hispanoamérica
9,,Clothing Store,40.45807007282529,-3.6768403441798854,Affinity,Hispanoamérica
10,"C. Chile, 23",Clothing Store,40.459285623569244,-3.6754684947381477,Kitos,Hispanoamérica
11,,Clothing Store,40.455286614876606,-3.6762856568864137,Pinon taller costura,Hispanoamérica
0,Calle Costa Rica 30,Bus Stop,40.4587,-3.67197,Parada EMT 300,Hispanoamérica
1,,Bus Stop,40.458282,-3.676371,Parada EMT 4951,Hispanoamérica
2,Avda Ramón y Cajal,Bus Stop,40.45236781163932,-3.668495915517072,Parada EMT 411,Hispanoamérica
0,C/ Príncipe de Vergara 273,Metro Station,40.45724501804799,-3.6769435822959613,Metro Colombia,Hispanoamérica
0,Calle Uruguay,Arts & Entertainment,40.45524462204306,-3.6742601094882508,Magic Park,Hispanoamérica
1,"Pza de la República Dominicana, 8",Arts & Entertainment,40.457853361703364,-3.676320988817446,Holiday Gym,Hispanoamérica
2,,Arts & Entertainment,40.456237,-3.671828,Animal Party,Hispanoamérica
3,Colombia 42,Arts & Entertainment,40.456481,-3.670598,Foto Esfera,Hispanoamérica
4,"Calle del Príncipe de Vergara, 267",Arts & Entertainment,40.45740525120364,-3.677147626876831,Codere apuestas,Hispanoamérica
5,Torpedero Tucumán 12,Arts & Entertainment,40.461363,-3.672864,Fun Fun Servicios de ocio,Hispanoamérica
6,Puerto Rico,Arts & Entertainment,40.45351071700544,-3.6742105861193144,Amara,Hispanoamérica
7,Fernan Nuñez 54,Arts & Entertainment,40.45709167005339,-3.6678422855793014,Barberidad,Hispanoamérica
8,,Arts & Entertainment,40.4534145,-3.6712316,Cumplemuchos,Hispanoamérica
9,,Arts & Entertainment,40.45704920770954,-3.6766026203082802,Botellines,Hispanoamérica
10,,Arts & Entertainment,40.4534145,-3.6712316,Una de palomitas,Hispanoamérica
11,,Arts & Entertainment,40.453819,-3.672236,Leyendo Tranquilo,Hispanoamérica
12,Ramón y Cajal,Arts & Entertainment,40.45233452797778,-3.6711748963341195,La caseta,Hispanoamérica
13,,Arts & Entertainment,40.457204,-3.66617,Farola de i'move,Hispanoamérica
14,Plaza de la República Dominicana,Arts & Entertainment,40.458989,-3.677032,monumento a las victimas del terrorismo,Hispanoamérica
15,Parque del retiro,Arts & Entertainment,40.45651508783769,-3.6744829652494047,Carrera de los Emprendedores,Hispanoamérica
0,Puerto Rico,Park,40.45515619551774,-3.673779080863833,Parque Santa Marca,Hispanoamérica
1,Calle Chile,Park,40.455197,-3.676414,Parque Araucana,Hispanoamérica
2,Calle Uruguay,Park,40.45500183105469,-3.6724300384521484,Juano Banano,Hispanoamérica
3,Plaza del Peru,Park,40.460518996464266,-3.6762376555709677,Jardín de Gloria Fuertes,Hispanoamérica
4,,Park,40.45591862594069,-3.6749930610262065,Parque De Las Martas,Hispanoamérica
5,,Park,40.45738983154297,-3.668018341064453,Eco-huerto Chamartin,Hispanoamérica
0,,Athletics & Sports,40.45652604164199,-3.6718786744771736,Gimnasio Atenas,Hispanoamérica
1,Colombia 47,Athletics & Sports,40.45699236080019,-3.671382882306781,F-19 Basic Fitness,Hispanoamérica
2,,Athletics & Sports,40.457843378946684,-3.6771721689546273,Holiday Gym Vergara,Hispanoamérica
3,"C. Chile, 23",Athletics & Sports,40.457968165064976,-3.6762955619632423,Contigo bienestar y belleza,Hispanoamérica
4,"Pza de la República Dominicana, 8",Athletics & Sports,40.457853361703364,-3.676320988817446,Holiday Gym,Hispanoamérica
5,"Calle Colombia,18",Athletics & Sports,40.456967,-3.674743,Escuela Yoga Prem,Hispanoamérica
6,"Costa Rica, 15",Athletics & Sports,40.45855661972076,-3.6730864187073213,f.a.s.t.,Hispanoamérica
7,Principe De Vergara 291,Athletics & Sports,40.459529,-3.676838,Final Round,Hispanoamérica
8,Pza. del Perú s/n,Athletics & Sports,40.461290944949184,-3.6763740175116615,Forus Chamartín,Hispanoamérica
9,"Calle de Chile, 13",Athletics & Sports,40.45619076253998,-3.6770334956493205,Hollyday Gym Colombia,Hispanoamérica
10,"C/ Príncipe de Vergara, 227",Athletics & Sports,40.45414138837275,-3.677627812495175,Príncipe Serrano,Hispanoamérica
11,Calle Guatemala,Athletics & Sports,40.45935628711285,-3.674079179763794,Canchas Guatemala,Hispanoamérica
12,Avenida Alfonso XIII,Athletics & Sports,40.46022514310081,-3.669139650242675,Canchas Alfonso XIII,Hispanoamérica
13,"Príncipe De Vergara, 178",Athletics & Sports,40.45942242644113,-3.676478806234899,clase de yoga,Hispanoamérica
14,Calle puerto rico,Athletics & Sports,40.458909,-3.673897,Baloncesto Puerto Rico,Hispanoamérica
15,"Príncipe de Vergara, 227",Athletics & Sports,40.454284634323955,-3.6778110615995945,Serrano 240,Hispanoamérica
0,Calle Honduras 14,Hospital,40.45943,-3.6787486,Hospital Virgen Del Mar,Hispanoamérica
1,,Hospital,40.459118,-3.668923,Sala Espera Consultas Externas 1 a 4 Planta 0,Hispanoamérica
2,Plaza José Maria Soler,Hospital,40.459072,-3.6690884,Sala Espera De Consultas 3 A 5,Hispanoamérica
3,,Hospital,40.45891,-3.67632,Mensalud,Hispanoamérica
4,Víctor De La Serna 4,Hospital,40.452540788527585,-3.6733756867325393,Centro Médico y de Rehabilitación premium Madrid,Hispanoamérica
5,Hospital Millenium C.M Costa Rica,Hospital,40.459385,-3.6689837,Sala Espera De Consultas 10 A 12,Hispanoamérica
6,calle de costa rica,Hospital,40.45933,-3.6689131,Sala Espera 8 A 10,Hispanoamérica
0,,School,40.45653858264113,-3.671764192148386,Kids&Us,Hispanoamérica
1,Puerto Rico 34,School,40.455411063206135,-3.672987374319855,I.E.S. Santa Marca,Hispanoamérica
2,,School,40.45617408163804,-3.674111493123511,Instituto Santamarca,Hispanoamérica
3,"Colombia ,43",School,40.456962,-3.672037,Náutica Baluma,Hispanoamérica
4,,School,40.45374295472266,-3.67584983542886,Infanta Mª Teresa,Hispanoamérica
5,,School,40.460405980742074,-3.67180876101912,Colegio Santa Catalina De Sena,Hispanoamérica
6,"Calle Albasanz 79, Nave 3",School,40.45315758795987,-3.674354204023015,Keep on Playing,Hispanoamérica
7,"Avenida de Alfonso XIII, 90",School,40.455603261,-3.666942881971295,Colegio Las Naciones,Hispanoamérica
8,"C/ Macarena, 37",School,40.461741,-3.676502,Willoughby College,Hispanoamérica
9,,School,40.461149,-3.670296,Centro Deceducacion Infantil El Sol,Hispanoamérica
10,Calle Macarena 37,School,40.461614733187766,-3.6766521460226076,Willoughby College,Hispanoamérica
0,"Costa Rica, 9",University,40.4586293324403,-3.6753296393925172,ESERP Business School,Hispanoamérica
1,"Av de Alfonso XIII, 97",University,40.45709578223368,-3.6673646435875544,"Esne (Escuela Universitaria de Diseño, Innovación y Tecnología)",Hispanoamérica
0,C. Costa Rica,Bank,40.45889483525302,-3.669267491297559,ING Direct,Hispanoamérica
1,Victor de la Serna 37,Bank,40.45690076333341,-3.671897898878603,La Caixa,Hispanoamérica
2,c/ Puerto Rico,Bank,40.45568487359834,-3.6741957291181024,Bankia,Hispanoamérica
3,"Victor De La Serna, 32",Bank,40.455442,-3.6710223,BBVA Oficina,Hispanoamérica
4,Costa Rica 15,Bank,40.45856783670465,-3.673829257805065,Bankia,Hispanoamérica
5,Principe de Vergara,Bank,40.45795647654523,-3.6768403441798854,Banco Santander,Hispanoamérica
6,CL Principe de Vergara 262,Bank,40.45721749162123,-3.6767935752868652,Bankinter,Hispanoamérica
7,"Av. de Concha Espina, 69",Bank,40.4527,-3.6771,Cajamar Caja Rural,Hispanoamérica
8,Príncipe de Vergara 262,Bank,40.45738076085308,-3.6768150329589844,Cajero Bankinter,Hispanoamérica
9,,Bank,40.457908,-3.66953084689336,Bankinter,Hispanoamérica
10,Plaza República de Ecuador,Bank,40.45474,-3.67809,Banco Sabadell,Hispanoamérica
11,"Av. de Ramón y Cajal, 67",Bank,40.45273151427459,-3.6686986684799194,Bankia Oficina 1772,Hispanoamérica
12,"Principe De Vergara, 273",Bank,40.45786290240999,-3.6758052629917466,La Caixa,Hispanoamérica
13,"Alberto Alcocer,48",Bank,40.458642712072745,-3.6787570337648177,BBVA Oficina,Hispanoamérica
14,Costa Rica 9,Bank,40.458877,-3.675816,Banco Santander,Hispanoamérica
15,,Bank,40.4583854675293,-3.678014039993286,Novagalicia Banco,Hispanoamérica
16,Plaza De La Republica Dominicana,Bank,40.45718600427447,-3.676998827382476,Banesto,Hispanoamérica
17,"Principe De Vergara, 267",Bank,40.4574368,-3.6769894,BBVA Oficina,Hispanoamérica
18,,Bank,40.45818328857422,-3.676420211791992,La Caixa Oficina 2132,Hispanoamérica
0,Príncipe De Vergara 264,Pharmacy,40.457092304313136,-3.6768353915878165,Farmacia,Hispanoamérica
1,C/ Príncipe de Vergara 258,Pharmacy,40.45644245893305,-3.677097879636585,VisionLab,Hispanoamérica
2,Calle Victor de la Serna 1,Pharmacy,40.45219676906256,-3.6740148067474365,Farmacia Trébol Víctor de la Serna,Hispanoamérica
3,,Pharmacy,40.456907667769585,-3.677162263705909,Farmacia Lourdes Torres Osuna,Hispanoamérica
4,Principe De Vergara 257,Pharmacy,40.456348787083215,-3.6767759605208603,Farmacia Fernando Magaña Carasa,Hispanoamérica
5,Avda Ramon y Cajal 69,Pharmacy,40.45228763147147,-3.668822733659636,Farmacia Ramon y Cajal 69,Hispanoamérica
6,,Pharmacy,40.460351,-3.67019,Farmacia Maldonado - Campos,Hispanoamérica
7,Victor De La Serna 1,Pharmacy,40.45216751098633,-3.67398738861084,farmacia 24h,Hispanoamérica
8,colombia 53,Pharmacy,40.457697087569564,-3.667609555750722,Farmacia Castell,Hispanoamérica
9,Colombia 6,Pharmacy,40.457267,-3.676517,Herbolario El Reco,Hispanoamérica
10,"Ramón y Cajal, 69",Pharmacy,40.452207,-3.668678,Farmacia Merino,Hispanoamérica
11,San Enrique,Pharmacy,40.459458922762536,-3.6679611267566723,Farmacia Bravo Murillo,Hispanoamérica
0,Paseo de la Habana 206,Food,40.465065,-3.6793587,HAM MARKET,Nueva España
1,Av. de Pío XII,Food,40.46276175012354,-3.675181422412556,McDonald's,Nueva España
2,"Avenida Pio XII, 25",Food,40.4628481,-3.6763122,Hotel Don Pío,Nueva España
3,"Plaza del Perú 4, Madrid",Food,40.46028663761907,-3.6765277493079873,La alpujarra,Nueva España
4,,Food,40.46346,-3.684401,Quinqué,Nueva España
5,Fuencarral,Food,40.458194,-3.676864,Gambrinus Malasaña,Nueva España
6,Plaza del Perú 4,Food,40.460091,-3.675982,PAIPÁI,Nueva España
7,,Food,40.46248273055637,-3.672294069046724,Restaurante Estébanez,Nueva España
8,,Food,40.463069,-3.68092,Tony's Parrilla,Nueva España
9,,Food,40.46243788518227,-3.676255941667584,Gambrinus,Nueva España
10,14 Calle de Santa María Magdalena,Food,40.46234,-3.670079,Restaurante Popa,Nueva España
11,,Food,40.45853796870847,-3.676622430588185,Rodilla,Nueva España
12,,Food,40.457239,-3.676047,Minimus 2,Nueva España
13,"C. Drácena, 21",Food,40.46338565573042,-3.6707217870749957,Nago,Nueva España
14,"Calle del Crucero 25 de Mayo, 11",Food,40.46299430420487,-3.67169016709659,El Abuelo,Nueva España
15,,Food,40.46277463930057,-3.671452211154715,Las Meninas,Nueva España
16,"Pío XII, 2",Food,40.46224493182018,-3.6740355489269443,Trattoria Pinocchio,Nueva España
17,"C. Príncipe de Vergara, 276",Food,40.45920244280232,-3.676694495694627,Marbella,Nueva España
18,Príncipe de Vergara 269,Food,40.45746817203812,-3.676587762603451,Le Coq,Nueva España
19,"C/ Torpedero Tucumán, 32",Food,40.46325493692422,-3.671797705210252,Donde Marian,Nueva España
20,,Food,40.45935092296211,-3.677107784872678,restaurante kantalamade,Nueva España
21,,Food,40.461876,-3.685115,Lateral,Nueva España
22,"Pl. República Dominicana, 7",Food,40.458518083405316,-3.676636045197153,Dunkin' Coffee,Nueva España
23,"Costa Rica, 20",Food,40.460101192705324,-3.6736905936773745,La Bomba,Nueva España
24,"C/ Apolonio Morales, 1",Food,40.46342289004811,-3.68493438972081,Foster's Hollywood,Nueva España
25,"C. de Colombia, 9",Food,40.45712279089024,-3.676467791108346,Casa Lucas,Nueva España
26,"C. del Príncipe de Vergara, 268",Food,40.45783097898102,-3.67653422409706,VIPS,Nueva España
27,1 Calle de Platerías,Food,40.467484,-3.679228,Ciao Piccola,Nueva España
28,,Food,40.46207785606384,-3.6758869886398315,Bareto De Mala Muerte,Nueva España
29,Costa Rica 16,Food,40.45854568481445,-3.675429105758667,Fried Good,Nueva España
30,"C. Príncipe De Vergara, 289",Food,40.45955754162663,-3.6767358650266933,Itohi,Nueva España
31,"Calle del Príncipe de Vergara, 273",Food,40.45783,-3.6771417,La Cazuela,Nueva España
32,"Calle Menéndez Pidal, 27",Food,40.46319673948157,-3.681293228101337,Tony's Grill Stube,Nueva España
33,"C. Santa Maria Magdalena, 19",Food,40.463859,-3.670903,Kocina2,Nueva España
34,"Plaza del Duque de Pastrana, 7",Food,40.46819865703583,-3.6774641275405884,Cromapan,Nueva España
35,"C. Bolivia, 21",Food,40.459151041590026,-3.6778855511483006,Cuarto y Mitad,Nueva España
36,,Food,40.459855772744504,-3.6767511975969316,La Seronda,Nueva España
37,,Food,40.45707507765041,-3.6768948227246936,Cafeteria Escapada,Nueva España
38,C. Príncipe de Vergara,Food,40.459804,-3.67662,Gambrinus,Nueva España
39,"c/ Mateo Inurria, 33",Food,40.46759142961128,-3.6812143821174144,Restaurante Sal Negra,Nueva España
40,"C. Colombia, 20",Food,40.45703182718117,-3.675901573334107,Cafeteria Lyon,Nueva España
41,"Calle Apolonio Morales, 6-8-10",Food,40.46360233142504,-3.680436054156654,Restaurante Arechuna,Nueva España
42,Príncipe de Vergara 287,Food,40.459439701271535,-3.6767616924889746,Casa Camu,Nueva España
43,"Pl. del Perú, 1",Food,40.46023346898352,-3.6771227046865085,Tanta,Nueva España
44,"Sta Maria Magdalena, 14",Food,40.46225537885125,-3.670233735233923,Restaurante Lobato,Nueva España
45,,Food,40.459248,-3.67678,La Hispanidad,Nueva España
46,,Food,40.460246,-3.676974,valaije,Nueva España
47,"C. Apolonio Morales, 3",Food,40.4634091000417,-3.6845640486505964,Antojos Araguaney Grill,Nueva España
48,"C. Príncipe de Vergara, 268",Food,40.45783160070544,-3.676845415302203,Ginos,Nueva España
0,,Food & Drink Shop,40.464189443158425,-3.675706213272314,Fruto Seco,Nueva España
1,"Calle de Chile, 20",Food & Drink Shop,40.45706439886193,-3.676587762603451,DIA %,Nueva España
2,Plaza del Perú,Food & Drink Shop,40.46045331043796,-3.6768552019590057,Eroski Center,Nueva España
3,"Plaza de la República Dominicana, 7",Food & Drink Shop,40.458673,-3.676321,Gudis,Nueva España
4,,Food & Drink Shop,40.458302,-3.677222,Moniberic,Nueva España
5,Costa Rica,Food & Drink Shop,40.45814,-3.676857,Panadería de la esquina,Nueva España
6,"C. Príncipe de Vergara, 291",Food & Drink Shop,40.45957178733622,-3.6767561501807466,Opencor,Nueva España
7,"Bolivia, 32",Food & Drink Shop,40.45891427388394,-3.6777070552695688,Economato de Comunidades,Nueva España
8,Mercado de Chamartin,Food & Drink Shop,40.45727417211343,-3.6768552019590057,La Tienda De Miya,Nueva España
9,"Bolivia, 9",Food & Drink Shop,40.457268358990945,-3.677533711862028,Crespi,Nueva España
10,Chile 15,Food & Drink Shop,40.457348,-3.675939,Balkan Corp,Nueva España
0,,Clothing Store,40.46012973340944,-3.6807926674410947,Don Bolillo,Nueva España
1,,Clothing Store,40.45866,-3.676477,Menorca,Nueva España
2,,Clothing Store,40.45707256345078,-3.676820533814522,Shopping,Nueva España
3,Republica del Ecuador,Clothing Store,40.4575746366416,-3.6769592065352144,Vitor Boutique,Nueva España
4,,Clothing Store,40.464643937926155,-3.6828184767691363,Buin Moda y Complementos S.L.,Nueva España
5,"C. Chile, 23",Clothing Store,40.459285623569244,-3.6754684947381477,Kitos,Nueva España
6,,Clothing Store,40.45807007282529,-3.6768403441798854,Affinity,Nueva España
0,"['Madrid Madrid', 'España']",Bus Stop,40.458282,-3.676371,Parada EMT 4951,Nueva España
0,"Av de Pío XII, 4",Metro Station,40.46501254526272,-3.6755126299032894,Metro Pío XII,Nueva España
1,"C. Mateo Inurria, 36",Metro Station,40.46757088089364,-3.6792797721071184,Metro Duque de Pastrana,Nueva España
2,C/ Príncipe de Vergara 273,Metro Station,40.45724501804799,-3.6769435822959613,Metro Colombia,Nueva España
0,Torpedero Tucumán 12,Arts & Entertainment,40.461363,-3.672864,Fun Fun Servicios de ocio,Nueva España
1,,Arts & Entertainment,40.463355875783435,-3.6756418310588406,Loterías y Apuestas del Estado (Admin 105),Nueva España
2,"P. de la Habana, 206",Arts & Entertainment,40.465459357123784,-3.679341465210722,La Academia,Nueva España
3,,Arts & Entertainment,40.466653,-3.679136,Hendricks Gin Party,Nueva España
4,Calle Platerías 1,Arts & Entertainment,40.46761000000001,-3.6786799999999857,Burbuja Creativa,Nueva España
5,"Calle BOLIVIA, 40, LOCAL",Arts & Entertainment,40.459807646,-3.677552164,Al trote,Nueva España
6,"Calle del Príncipe de Vergara, 267",Arts & Entertainment,40.45740525120364,-3.677147626876831,Codere apuestas,Nueva España
7,Mateo inurria,Arts & Entertainment,40.467475,-3.68197,Ouikend,Nueva España
8,"Pza de la República Dominicana, 8",Arts & Entertainment,40.457853361703364,-3.676320988817446,Holiday Gym,Nueva España
9,,Arts & Entertainment,40.462555289268494,-3.6700002,El Castillo De Los 5,Nueva España
10,Apolonio morales,Arts & Entertainment,40.463481419316345,-3.6833980019551342,Escuela De Danza Carmen Senra,Nueva España
11,Plaza de la República Dominicana,Arts & Entertainment,40.458989,-3.677032,monumento a las victimas del terrorismo,Nueva España
12,,Arts & Entertainment,40.466142,-3.681098,violinista,Nueva España
13,,Arts & Entertainment,40.464168548583984,-3.683438777923584,A&J Chill-Out Club,Nueva España
14,,Arts & Entertainment,40.464902203704035,-3.685018,Alamofilms,Nueva España
15,,Arts & Entertainment,40.45704920770954,-3.6766026203082802,Botellines,Nueva España
0,Plaza del Peru,Park,40.460518996464266,-3.6762376555709677,Jardín de Gloria Fuertes,Nueva España
1,Santa María Magdalena,Park,40.4629296900987,-3.6704865679150265,Parque Santa Maria Magdalena,Nueva España
0,Pza. del Perú s/n,Athletics & Sports,40.461290944949184,-3.6763740175116615,Forus Chamartín,Nueva España
1,Apolonio Morales 6,Athletics & Sports,40.463832,-3.680038,Positive Fitness,Nueva España
2,Principe De Vergara 291,Athletics & Sports,40.459529,-3.676838,Final Round,Nueva España
3,,Athletics & Sports,40.46770734585501,-3.6762384020139804,Arco Fitness,Nueva España
4,Plaza Del Duque De Pastrana,Athletics & Sports,40.46822063202408,-3.6779249735400694,Polideportivo Jesuitas,Nueva España
5,"Pza de la República Dominicana, 8",Athletics & Sports,40.457853361703364,-3.676320988817446,Holiday Gym,Nueva España
6,Paseo De La Habana 137,Athletics & Sports,40.460919,-3.680727,Shape Up,Nueva España
7,"C. Chile, 23",Athletics & Sports,40.457968165064976,-3.6762955619632423,Contigo bienestar y belleza,Nueva España
8,"Príncipe De Vergara, 178",Athletics & Sports,40.45942242644113,-3.676478806234899,clase de yoga,Nueva España
9,,Athletics & Sports,40.457843378946684,-3.6771721689546273,Holiday Gym Vergara,Nueva España
0,"Nuestra Señora de Luján, 25",Hospital,40.459474201115874,-3.6788063339723625,Clinica Virgen Del Mar,Nueva España
1,Calle Honduras,Hospital,40.45981,-3.6788948,Sala Espera Planta 2,Nueva España
2,,Hospital,40.45891,-3.67632,Mensalud,Nueva España
3,"CL Levante, 10",Hospital,40.468711,-3.680833,centro neurologico infantil,Nueva España
0,"Paseo De La Habana, 208",School,40.4669799183133,-3.6780834601454004,CRE antonio Vicente Mosquete,Nueva España
1,"Alfonso XIII, 171",School,40.46028477645597,-3.6783261437233628,Saint Chaumond,Nueva España
2,Calle Macarena 37,School,40.461614733187766,-3.6766521460226076,Willoughby College,Nueva España
3,"Calle Europa, 4, (PLAZA CASTILLA)",School,40.466080485,-3.685133199,Escuela Infantil Laly,Nueva España
4,"Pl. Duque de Pastrana, 5",School,40.46904750213028,-3.6782865218350884,Colegio Nuestra Señora del Recuerdo,Nueva España
5,Santa Magdalena Sofia 12,School,40.46907446856664,-3.6765095414302404,Colegio Sagrado Corazon Chamartin,Nueva España
6,Alfonso XIII 165,School,40.45990380717142,-3.6796188248725277,Colegio Nuestra Señora De La Merced,Nueva España
7,Pietro Ureña 9D,School,40.46330903262845,-3.670268681737697,King's Infant School,Nueva España
8,"C/ Macarena, 37",School,40.461741,-3.676502,Willoughby College,Nueva España
9,,School,40.464449938054564,-3.6845505237579346,Hastings School - Primary,Nueva España
10,"C. Apolonio Morales, 13",School,40.4635729941177,-3.6829224936208815,The Green Monkey,Nueva España
11,,School,40.46561475435363,-3.6800299143147988,Residencia de primera Infancia Rosa,Nueva España
0,"Comandante Franco, 10",University,40.46537738949209,-3.6764986164662465,Instituto de Postgrado UAX,Nueva España
1,"C. Joaquín Costa, 41",University,40.46616065263368,-3.6802747501321953,EAE Business School,Nueva España
2,"Costa Rica, 9",University,40.4586293324403,-3.6753296393925172,ESERP Business School,Nueva España
3,Calle de Mateo Inurria 25,University,40.4675182716533,-3.682009966074206,ESADE,Nueva España
0,"Pío XII, 39",Bank,40.4641087,-3.6759620904922485,Banco Sabadell,Nueva España
1,"Av. Pio Xii, 6",Bank,40.4641443,-3.6758262,BBVA Oficina,Nueva España
2,Príncipe de Vergara 262,Bank,40.45738076085308,-3.6768150329589844,Cajero Bankinter,Nueva España
3,Dracena,Bank,40.462945096315124,-3.6705360876319175,La Caixa,Nueva España
4,CL Principe de Vergara 262,Bank,40.45721749162123,-3.6767935752868652,Bankinter,Nueva España
5,Principe de Vergara,Bank,40.45795647654523,-3.6768403441798854,Banco Santander,Nueva España
6,,Bank,40.463309162164116,-3.684661092692502,Bankia,Nueva España
7,"Principe De Vergara, 273",Bank,40.45786290240999,-3.6758052629917466,La Caixa,Nueva España
8,"C/ de Fray Bernardino Sahagún, 19",Bank,40.460453247619306,-3.6817634607995378,Banco Santander,Nueva España
9,Pio XII 61,Bank,40.467154,-3.675024,Oficina Bankia 1916,Nueva España
10,,Bank,40.46035300231288,-3.681268155735331,Banco Santander,Nueva España
11,Costa Rica 9,Bank,40.458877,-3.675816,Banco Santander,Nueva España
12,"Principe De Vergara, 267",Bank,40.4574368,-3.6769894,BBVA Oficina,Nueva España
13,Plaza De La Republica Dominicana,Bank,40.45718600427447,-3.676998827382476,Banesto,Nueva España
14,,Bank,40.45818328857422,-3.676420211791992,La Caixa Oficina 2132,Nueva España
0,Pío XII 2,Pharmacy,40.46389724700773,-3.6756814508728044,Farmacia Pio XII,Nueva España
1,,Pharmacy,40.467556,-3.6742945,Farmacia Zenith,Nueva España
2,Príncipe De Vergara 264,Pharmacy,40.457092304313136,-3.6768353915878165,Farmacia,Nueva España
