,Address,Category,Latitude,Longitude,Name,Neighborhood
29,,Food,40.40374,-3.6899521,Ac Hotel Atocha Restaurante,Atocha
30,,Food,40.405295506231,-3.689017315063029,Lavazza Café,Atocha
31,Calle Valderribas,Food,40.40538029370104,-3.6802428896784356,mi sushi,Atocha
32,"Av. Ciudad de Barcelona, 33",Food,40.4038485852519,-3.67985656293734,Cervecería Marisquería La Paz,Atocha
33,Juan de Urbieta 2,Food,40.403374168265806,-3.678343892097473,Döner Kebab,Atocha
34,"Paseo Reina Cristina, 16",Food,40.40711212158203,-3.680473804473877,La Tahona del Retiro,Atocha
35,"Av. Ciudad de Barcelona, 148",Food,40.40265272582209,-3.6775457204640265,Monte Pinos,Atocha
36,"Paseo Reina Cristina, 26",Food,40.40727107976985,-3.6806676777616856,Venta La Reina,Atocha
37,"C. Méndez Álvaro, 32",Food,40.40134123538602,-3.686330402205829,Restaurante Los Porches,Atocha
38,"P. Reina Cristina, 15",Food,40.40706087329647,-3.681882416050373,Café-Bar Piero,Atocha
39,"Paseo Reina Cristina, 16",Food,40.40691783540296,-3.682286152914163,Cafetería Bar Chiqui,Atocha
40,"C. Téllez, 20",Food,40.40267859397597,-3.680336090781132,La Cevicucheria,Atocha
41,"C. Canarias, 62",Food,40.40160339796777,-3.6884029554963904,Alegria,Atocha
42,"C/ Méndez Álvaro, 44",Food,40.39920516784445,-3.6848374965845965,Cafetería Restaurante La Fuente,Atocha
43,Travesía de Téllez 7,Food,40.401981,-3.681143,Mocordo Time,Atocha
44,"C. Narciso Serra, 3",Food,40.40420810233003,-3.679567363531214,La Polonesa,Atocha
45,"C. Tellez, 29",Food,40.401919944650956,-3.6782523959956626,Alquitara,Atocha
46,Avenida Méndez Pelayo 20,Food,40.406593,-3.6796038,La Riberuca del Retiro,Atocha
47,Calle Téllez 11,Food,40.40211735306199,-3.6778736711456936,La Junta,Atocha
48,"C. Juan de Urbieta, 12",Food,40.404065,-3.677902,El Rincón de Fogg,Atocha
49,Paseo de la Reina Cristina 23,Food,40.407648,-3.680188,Don Giovanni,Atocha
0,"C/ Comercio, 2",Food & Drink Shop,40.40378189086914,-3.6812801361083984,agro natural,Atocha
1,"Av. Ciudad de Barcelona, 134",Food & Drink Shop,40.40419356351253,-3.6807743796056047,Condis,Atocha
2,Julian gayarre,Food & Drink Shop,40.406282,-3.686317,Bazar Alimentacion,Atocha
3,Calle Leon Gil de Palacio 2,Food & Drink Shop,40.402494323363335,-3.679286984027494,Eroski City,Atocha
4,,Food & Drink Shop,40.405782,-3.67993,"Ferrer - Carniceria, Charcuteria y Polleria",Atocha
5,Valderribas 25-27,Food & Drink Shop,40.405435,-3.677554,Frutas Eva,Atocha
6,"Av de Menéndez Pelayo, 28-36",Food & Drink Shop,40.405375957489014,-3.680212,Frutas Martínez,Atocha
7,Juan de Urbieta 13,Food & Drink Shop,40.40456697917805,-3.677619695663452,ESPUMA - Tienda de cervezas,Atocha
8,"C. Narciso Serra, 13",Food & Drink Shop,40.40549992134857,-3.678944909646477,Lidl,Atocha
9,,Food & Drink Shop,40.405141,-3.6804,DIA,Atocha
10,"Menéndez Pelayo, 105",Food & Drink Shop,40.40620944611554,-3.67967825928386,Bodegas Juan Cuesta,Atocha
11,Menendez Pelayo 111,Food & Drink Shop,40.405641,-3.679992,La Verde Doncella,Atocha
12,,Food & Drink Shop,40.405796152975725,-3.6793563237254348,frutería DHoy,Atocha
13,"Paseo Reina Cristina, 16",Food & Drink Shop,40.40691783540296,-3.682286152914163,Cafetería Bar Chiqui,Atocha
14,,Food & Drink Shop,40.401349,-3.689424,Chino Alimentación,Atocha
15,Ciudad De Barcelona 7,Food & Drink Shop,40.40546098704881,-3.6803221365545276,alimentacion,Atocha
16,"Av. Ciudad de Barcelona, 148",Food & Drink Shop,40.40265272582209,-3.6775457204640265,Monte Pinos,Atocha
17,"Avda. de Menéndez Pelayo, 20 Madrid",Food & Drink Shop,40.406709460202066,-3.6791631633750046,Doña Cecina,Atocha
18,"P. Reina Cristina, 24",Food & Drink Shop,40.407161738311764,-3.6813254967129305,Supermercado Hiber,Atocha
19,"C. Narciso Serra, 3",Food & Drink Shop,40.40420810233003,-3.679567363531214,La Polonesa,Atocha
0,"León Gil De Palacio, 3",Clothing Store,40.40287171076683,-3.6788535118103027,Boutique Organza,Atocha
1,,Clothing Store,40.399441,-3.685968,Tiendas De Bebes,Atocha
2,Ciudad De Barcelona 39,Clothing Store,40.403581,-3.679634,Anasol moda Y Zapatos,Atocha
3,"Téllez, 21",Clothing Store,40.40218271318731,-3.679187927481226,Babarú,Atocha
4,Avda. Albufera,Clothing Store,40.39927291870117,-3.680788278579712,Himalaya,Atocha
5,León Gil De Palacio 3,Clothing Store,40.402916,-3.678481,Sastreria Boldrini,Atocha
0,"['28014 Madrid Madrid', 'España']",Bus Stop,40.40635,-3.6848412,Parada 2046,Atocha
1,['España'],Bus Stop,40.406961,-3.682653,Parada EMT #2049,Atocha
2,"['28007 Madrid Madrid', 'España']",Bus Stop,40.405581,-3.684774,Parada Emt #1403,Atocha
0,Av. de Menéndez Pelayo 44,Metro Station,40.40446250842396,-3.6808060238632576,Metro Menéndez Pelayo,Atocha
1,,Metro Station,40.404754,-3.681592,L1 Menendez Pelayo,Atocha
2,Atocha,Metro Station,40.406923,-3.6874667,Civia Príncipe Pío - Villalba y v/v,Atocha
3,,Metro Station,40.405155181884766,-3.687739133834839,andenlinea1atocharenfe,Atocha
0,3 Calle de Téllez,Arts & Entertainment,40.404071,-3.683192,Cubick,Atocha
1,,Arts & Entertainment,40.404713376189456,-3.6828729617600167,La Neo Mudejar,Atocha
2,Calle Antonio De Nebrija,Arts & Entertainment,40.40497310183431,-3.683457440811484,La Neomudejar,Atocha
3,Calle Antonio Nebrija,Arts & Entertainment,40.404717361134956,-3.683918319750764,La Neomudéjar,Atocha
4,"Calle de Téllez, 31, 28007 Madrid",Arts & Entertainment,40.40701177913869,-3.68099078701995,"Escuela Municipal de Música y Danza ""Plácido Domingo""",Atocha
5,"Gutemberg, 4",Arts & Entertainment,40.404993872278574,-3.6815009485108474,Espacio unonueve,Atocha
6,Gutenberg 10,Arts & Entertainment,40.40540438516916,-3.681267499923706,Estudio Arte ArcoVerde,Atocha
7,Pl. del Emperador Carlos V,Arts & Entertainment,40.40687084178315,-3.6889131367206573,Monumento Homenaje a las Víctimas del 11-M,Atocha
8,Estación Atocha,Arts & Entertainment,40.406283059175124,-3.6887079595357744,Cabeza Gigante de Bebé,Atocha
9,"Mendez alvaro, 21",Arts & Entertainment,40.402595516923306,-3.685597286194522,Loteria y apuestas del estado,Atocha
10,,Arts & Entertainment,40.40284780887811,-3.6895106636648296,Salon De Poker,Atocha
11,"Calle Julian Gayarre, 3",Arts & Entertainment,40.40664075573496,-3.6836009017738354,Panteón de Hombres Ilustres,Atocha
12,Calle Narciso Serra 15,Arts & Entertainment,40.405449,-3.67849,El Hachazo,Atocha
13,,Arts & Entertainment,40.40288107653649,-3.688965744852078,Sala Del Terror,Atocha
14,,Arts & Entertainment,40.40694102584034,-3.6819665372791226,mushi,Atocha
15,,Arts & Entertainment,40.40200282222222,-3.6785475222222224,Fotosintesis,Atocha
16,Méndez Álvaro 30,Arts & Entertainment,40.40134818421268,-3.687276533853478,Jpod13 Madrid,Atocha
17,Mendez Alvaro 30,Arts & Entertainment,40.401476125,-3.6876854750000003,Usted Esta Aqui 2.0,Atocha
18,,Arts & Entertainment,40.40677166922942,-3.6867613604986937,Creative House,Atocha
19,"C. Fuenterrabía, 4 y 6",Arts & Entertainment,40.40640739316449,-3.6813028269806267,EFTI,Atocha
20,"Gutemberg, 4",Arts & Entertainment,40.40494879009213,-3.6812520487858844,Unonueve,Atocha
21,Fuenterrabia 13,Arts & Entertainment,40.40647302388864,-3.6817721082864816,Galeria Cero,Atocha
22,"C. Fuenterrabía, 2",Arts & Entertainment,40.40620151202923,-3.682074132463649,Real Fábrica de Tapices,Atocha
23,"C. Vara de Rey, 6",Arts & Entertainment,40.40206657336658,-3.6893735431004178,Rock Palace,Atocha
0,Av. Ciudad de Barcelona 163,Park,40.401786795742076,-3.6777021025925265,Parque Daoiz y Velarde,Atocha
1,"Paseo de Reina Cristina, 2",Park,40.40641513718838,-3.684898854478955,Los Jardins,Atocha
2,,Park,40.40155349680196,-3.6825658653061906,WC de Perros,Atocha
3,,Park,40.401553500000006,-3.685318,Parque De Los Estados,Atocha
0,"Avenida Ciudad De Barcelona, 140",Athletics & Sports,40.40322293830854,-3.6792732041673433,Centro Supera 24h,Atocha
1,Calle de Téllez 3,Athletics & Sports,40.40349560717311,-3.681377122432917,Gimnasio Atlas,Atocha
2,"C/ Fuenterrabia,5",Athletics & Sports,40.4062196229116,-3.6824852641374153,Retiro Sur,Atocha
3,,Athletics & Sports,40.406179,-3.681021,Snap Fitness,Atocha
4,"Calle De Ramirez De Prado, 7",Athletics & Sports,40.399401,-3.687581,Brooklyn FitBoxing,Atocha
5,,Athletics & Sports,40.405247,-3.680316,Imagen Concept,Atocha
6,"Av. Ciudad de Barcelona, 162",Athletics & Sports,40.40129807435989,-3.6776377178351773,Centro Deportivo Municipal Daoiz y Velarde,Atocha
7,"Avenida del Mediterráneo, 10",Athletics & Sports,40.40709767721122,-3.6793810879263322,Healthy Fitness,Atocha
8,C/Juan de Urbieta 5,Athletics & Sports,40.40390028979764,-3.678109811193597,Retiro Sport Fitness,Atocha
9,Luis Mitjans 17,Athletics & Sports,40.40476876742393,-3.680163642926633,The Cube Playground,Atocha
10,,Athletics & Sports,40.39953146445518,-3.6848740875740176,Cancha Baloncesto,Atocha
11,"León Gil De Palacio, 3",Athletics & Sports,40.40280408625988,-3.679069059882058,Gimnasio Kong In,Atocha
0,Av. Ciudad de Barcelona 1,School,40.405319698197594,-3.684101366235852,Colegio Virgen de Atocha,Atocha
1,,School,40.40327730002649,-3.684116226150181,Escuela Infantil Las Nubes,Atocha
2,Travesía Téllez 2,School,40.4026385,-3.680855899999983,SYLVAN,Atocha
3,"Calle Poeta Esteban Villegas, s/n",School,40.407893,-3.681306,Colegio Retiro,Atocha
4,C/ Gutemberg,School,40.40610702125843,-3.6805103483833634,Colegio Sagrado Corazón de Jesús,Atocha
5,Calle Granada,School,40.40449142456055,-3.6782305240631104,Guarderia Imagen,Atocha
6,Comercio 5,School,40.402097060698104,-3.680163642926633,Premier Academy,Atocha
7,C/ Fuenterrabia 15,School,40.406465,-3.681375,C.E.I.P. San Isidoro,Atocha
0,"C/ de José Anselmo Clavé, 1",University,40.40745227360252,-3.686208672246504,E.T.S. INGENIERIA CIVIL (UPM),Atocha
1,,University,40.40739929048478,-3.686158763038576,Universidad Politécnica Madrid Facultad Ingenieria Civil,Atocha
0,,Bank,40.40030826201831,-3.6835069732451737,Bankia,Atocha
1,"Avda.Ciudad de Barcelona, 23",Bank,40.4044280913235,-3.6809349060058594,Deutsche Bank Of. 0342,Atocha
2,Plaza del Amanecer,Bank,40.39926,-3.685643,La Caixa,Atocha
3,Avenida de la Ciudad de Barcelona 148–150,Bank,40.403239538872626,-3.6778407777332167,Caja España - Duero (Banco CEISS),Atocha
4,"Menendez Pelayo, 95",Bank,40.4068858,-3.6791833,BBVA Oficina,Atocha
5,Av. Mediterráneo,Bank,40.40645022318986,-3.6806737960666376,bmn,Atocha
6,"Av Ciudad De Barcelona, 140",Bank,40.403614,-3.679275,banco sabadell atlantico ciudad de barcelona,Atocha
7,Glorieta Embajadores 7,Bank,40.40479542121211,-3.689674140453794,Banesto embajadores,Atocha
0,,Pharmacy,40.40404919544177,-3.6804013835549063,farmacia del pacifico,Atocha
1,"Gutenberg, 20",Pharmacy,40.406568566432306,-3.6802053451538086,Farmacia Valdés,Atocha
2,"General Lacy, 11",Pharmacy,40.4025,-3.6902,Farmacia Margarita Rodriguez Cuyas,Atocha
3,"Gutenberg, 20",Pharmacy,40.406617584149004,-3.6804306507110596,Farmacia Galera Rastrojo,Atocha
0,Valderribas 23,Food,40.405341122160486,-3.677504335030711,Sidreria Astur II,Pacífico
1,Narciso Serra 35,Food,40.406796,-3.677795,Mezcal,Pacífico
2,"C. Juan de Urbieta, 24",Food,40.40513107580944,-3.676929007792,La Tasquita,Pacífico
3,"Avda. Menéndez Pelayo, 99",Food,40.406664062602424,-3.679332974705517,Confitería Repostería América II,Pacífico
4,,Food,40.40701655752132,-3.6782717844959585,Rincon De Extremadura,Pacífico
5,Avenida Mediterraneo 10,Food,40.4074252522954,-3.676889870127283,10 heladeria,Pacífico
6,Calle Doctor Esquerdo,Food,40.40278,-3.673746,Pollo Y Carbón,Pacífico
7,,Food,40.404436,-3.675994,Horno San Miguel,Pacífico
8,Plaza Mariano De Cavia,Food,40.40801844398164,-3.6785512930853583,Granier,Pacífico
9,"Avenida Ciudad De Barcelona, 110",Food,40.405007582443936,-3.6827441791489615,Panaria,Pacífico
10,"C. Cavanilles, 43",Food,40.405196136188856,-3.67427691753023,Panadería Pastelería Los Canasteros,Pacífico
11,"Av. Mediterraneo, 24",Food,40.407169210460715,-3.674501583699681,Burger King,Pacífico
12,"Paseo Reina Cristina, 16",Food,40.40711212158203,-3.680473804473877,La Tahona del Retiro,Pacífico
13,,Food,40.40832084332947,-3.677535445331851,Luna Sandra,Pacífico
14,Av. Mediterráneo 27,Food,40.407078,-3.6741369,Poseidon Seafood&Beer,Pacífico
15,"C. Doctor Esquerdo, 140",Food,40.40502305698139,-3.671450147882401,Cerveceria Estrella Galicia,Pacífico
16,avenida de menendez pelayo,Food,40.40768,-3.6788163,Panaderia Granier,Pacífico
17,"Avenida Ciudad De Barcelona, 7",Food,40.405021,-3.682701,La Pentola Magica,Pacífico
18,"C. del Doctor Esquerdo, 178",Food,40.4020116770184,-3.674385568988622,Granier,Pacífico
19,Avenida Ciudad de Barcelona 132,Food,40.404111176357304,-3.6811294711873312,Granier,Pacífico
20,Av. del Mediterráneo 42,Food,40.40679706735527,-3.671417546718849,Restaurante Mediterráneo,Pacífico
21,C. Doctor Esquerdo,Food,40.40490719841267,-3.671719859212191,Paraiso del Desierto,Pacífico
22,C. de Téllez. 14,Food,40.40317599898042,-3.6814112813846984,Restaurante Chino Jin Yuan,Pacífico
23,,Food,40.411111,-3.67519,La Tabla Del 3,Pacífico
24,Calle Comercio,Food,40.403835663044305,-3.6811743440783182,Cervecería Cruz Blanca,Pacífico
25,"Doctor Esquerdo, 170",Food,40.40251025957952,-3.6736666577403905,Telepizza,Pacífico
26,Calle de Juan de Urbieta 6,Food,40.4037412,-3.6779324,Taberna Griega,Pacífico
27,,Food,40.40227989671096,-3.6738338512955258,Ruta Las Hurdes,Pacífico
28,"Av. Ciudad de Barcelona, 148",Food,40.40265272582209,-3.6775457204640265,Monte Pinos,Pacífico
29,Juan de Urbieta 2,Food,40.403374168265806,-3.678343892097473,Döner Kebab,Pacífico
30,tellez 18,Food,40.40275639838298,-3.6805993182043046,la esquina de tellez,Pacífico
31,"Av. Ciudad de Barcelona, núm. 31",Food,40.403791,-3.680251,Cafetería Dulzor del Templo,Pacífico
32,"Paseo Reina Cristina, 26",Food,40.40727107976985,-3.6806676777616856,Venta La Reina,Pacífico
33,"C. Comercio, 2",Food,40.40383352948762,-3.681169561796422,Café Del Comercio,Pacífico
34,"P. Reina Cristina, 15",Food,40.40706087329647,-3.681882416050373,Café-Bar Piero,Pacífico
35,,Food,40.406118193830956,-3.6729160625168733,Bodega Bar Estebaranz,Pacífico
36,Paseo de la Reina Cristina 23,Food,40.407648,-3.680188,Don Giovanni,Pacífico
37,"Av. Ciudad de Barcelona, 5",Food,40.40519631172043,-3.682977831803503,La Huerta de Casa Ricardo,Pacífico
38,,Food,40.40492022893606,-3.681586014071157,Yemen,Pacífico
39,"Avda. Ciudad de Barcelona, 81",Food,40.40143436080232,-3.6746288152848914,Rotonda de Pacífico,Pacífico
40,"C. Doctor Esquerdo, 140",Food,40.40495998117542,-3.671540576680082,New Bombay Palace,Pacífico
41,"C. Téllez, 20",Food,40.40267859397597,-3.680336090781132,La Cevicucheria,Pacífico
42,"Travesia de Tellez, 2",Food,40.402563337193996,-3.6806634245088032,El Caldero,Pacífico
43,"C. Tellez, 29",Food,40.401919944650956,-3.6782523959956626,Alquitara,Pacífico
44,"C. Narciso Serra, 3",Food,40.40420810233003,-3.679567363531214,La Polonesa,Pacífico
45,"C. Juan de Urbieta, 12",Food,40.404065,-3.677902,El Rincón de Fogg,Pacífico
46,"Pl. de los Reyes Magos, 6",Food,40.40849392030958,-3.676414010381552,La Fábrica de la Yaya,Pacífico
47,"C. Conde de Cartagena, 18",Food,40.407356660542426,-3.6737307956696896,VIPS Avenida del Mediterráneo,Pacífico
48,"Avenida Ciudad de Barcelona, 108, LOC",Food,40.405017519,-3.683326516,Mesón Restaurante  El Segoviano,Pacífico
49,Calle Téllez 11,Food,40.40211735306199,-3.6778736711456936,La Junta,Pacífico
0,C/ Valderribas,Food & Drink Shop,40.40522763266428,-3.677206837340434,AhorraMas,Pacífico
1,"Calle Cavanilles, 27",Food & Drink Shop,40.4058476,-3.6772945,Carrefour Express,Pacífico
2,Juan de Urbieta 13,Food & Drink Shop,40.40456697917805,-3.677619695663452,ESPUMA - Tienda de cervezas,Pacífico
3,"C. Narciso Serra, 13",Food & Drink Shop,40.40549992134857,-3.678944909646477,Lidl,Pacífico
4,,Food & Drink Shop,40.405782,-3.67993,"Ferrer - Carniceria, Charcuteria y Polleria",Pacífico
5,C/ Valderribas 30,Food & Drink Shop,40.40429642327305,-3.675518857611284,Mercado de Pacífico,Pacífico
6,"Menéndez Pelayo, 105",Food & Drink Shop,40.40620944611554,-3.67967825928386,Bodegas Juan Cuesta,Pacífico
7,Abtao,Food & Drink Shop,40.40536742240845,-3.6749831562047954,Carnicería Jose Luis,Pacífico
8,Calle Cavanilles,Food & Drink Shop,40.405258,-3.674327,La Semilla,Pacífico
9,,Food & Drink Shop,40.40822367611149,-3.6785143481170266,Chapela,Pacífico
10,"Avda. de Menéndez Pelayo, 20 Madrid",Food & Drink Shop,40.406709460202066,-3.6791631633750046,Doña Cecina,Pacífico
11,"Av. Mediterráneo, 5",Food & Drink Shop,40.40732563876005,-3.6771275953506923,la Sirena,Pacífico
12,Valderribas 25-27,Food & Drink Shop,40.405435,-3.677554,Frutas Eva,Pacífico
13,,Food & Drink Shop,40.405796152975725,-3.6793563237254348,frutería DHoy,Pacífico
14,"Av de Menéndez Pelayo, 28-36",Food & Drink Shop,40.405375957489014,-3.680212,Frutas Martínez,Pacífico
15,Calle Juan Urbieta 21,Food & Drink Shop,40.405629252096276,-3.6733340305258393,Productos Latinos,Pacífico
16,Ciudad De Barcelona 7,Food & Drink Shop,40.40546098704881,-3.6803221365545276,alimentacion,Pacífico
17,Menendez Pelayo 111,Food & Drink Shop,40.405641,-3.679992,La Verde Doncella,Pacífico
18,Pza. Reyes Magos,Food & Drink Shop,40.4092701691319,-3.67586328342181,Mercadona,Pacífico
19,"Valderrivas, 32",Food & Drink Shop,40.40429137415102,-3.675181253002061,Carnes Morán,Pacífico
20,Valderribas,Food & Drink Shop,40.404338,-3.676241,La Gran Pescaderia,Pacífico
21,Abtao,Food & Drink Shop,40.404066163806746,-3.6750970617682897,Dia %,Pacífico
22,Calle Leon Gil de Palacio 2,Food & Drink Shop,40.402494323363335,-3.679286984027494,Eroski City,Pacífico
23,,Food & Drink Shop,40.405141,-3.6804,DIA,Pacífico
24,"C/ Comercio, 2",Food & Drink Shop,40.40378189086914,-3.6812801361083984,agro natural,Pacífico
25,RONCESVALLES 3,Food & Drink Shop,40.40820247108419,-3.6777806282043457,FOODY.ES,Pacífico
26,,Food & Drink Shop,40.40947426082295,-3.6759340279173864,Supercor,Pacífico
27,Pza. Conde de Casal 2,Food & Drink Shop,40.40687389372598,-3.6712392728531573,Viena Azul,Pacífico
28,,Food & Drink Shop,40.40861494708267,-3.6763549924649976,MuerdeVida,Pacífico
29,"Avenida Mediterráneo, 35",Food & Drink Shop,40.407122689693296,-3.671947419979641,Aquí la Fruta,Pacífico
30,,Food & Drink Shop,40.405459,-3.674836,Bio Retiro,Pacífico
31,"Calle Roncesvalles, 3",Food & Drink Shop,40.408403947475065,-3.6778457304238534,Foody,Pacífico
32,"Av. del Mediterráneo, 33",Food & Drink Shop,40.40711187532132,-3.6734479323700424,Caprabo,Pacífico
33,,Food & Drink Shop,40.40750127859992,-3.671531444240341,la carmencita,Pacífico
34,"P. Reina Cristina, 24",Food & Drink Shop,40.407161738311764,-3.6813254967129305,Supermercado Hiber,Pacífico
35,"Doctor Esquerdo, 215",Food & Drink Shop,40.401676,-3.674876,Alimentación,Pacífico
36,"C/ Doctor Esquerdo, 142",Food & Drink Shop,40.40455025487673,-3.6719028509865215,la Sirena,Pacífico
37,Avda Mediterráneo 38,Food & Drink Shop,40.4069,-3.672215,En torno  al vino,Pacífico
38,"Av. Ciudad de Barcelona, 134",Food & Drink Shop,40.40419356351253,-3.6807743796056047,Condis,Pacífico
39,"C/ Valderribas, 32",Food & Drink Shop,40.405200358674044,-3.6743195375950752,Moran,Pacífico
40,,Food & Drink Shop,40.404321,-3.675639,Polleria Mayte y Rafa,Pacífico
41,,Food & Drink Shop,40.402627,-3.675545,Frutas Rosi,Pacífico
42,"Sanchez Barcaiztegui, 12",Food & Drink Shop,40.403551603349406,-3.6750206531188545,Supermercado Condis,Pacífico
43,"C/ Doctor Esquerdo, 217",Food & Drink Shop,40.402198,-3.674284,Super Bueno,Pacífico
44,"Calle de Amado Nervo, 4",Food & Drink Shop,40.410512510000004,-3.6761539400000003,Carnicería Víctor Elipe,Pacífico
45,,Food & Drink Shop,40.40788,-3.67882,Coma,Pacífico
46,"Av. Ciudad de Barcelona, 148",Food & Drink Shop,40.40265272582209,-3.6775457204640265,Monte Pinos,Pacífico
47,"Paseo Reina Cristina, 16",Food & Drink Shop,40.40691783540296,-3.682286152914163,Cafetería Bar Chiqui,Pacífico
48,Valderribas,Food & Drink Shop,40.40384,-3.674594,Fruteria DHoy,Pacífico
49,"C. Narciso Serra, 3",Food & Drink Shop,40.40420810233003,-3.679567363531214,La Polonesa,Pacífico
0,"León Gil De Palacio, 3",Clothing Store,40.40287171076683,-3.6788535118103027,Boutique Organza,Pacífico
1,"C. Cavanilles, 35",Clothing Store,40.4053726717652,-3.674268714015825,Desigual Cavanilles,Pacífico
2,"Avda. De Mediterraneo, 4",Clothing Store,40.4073069,-3.6777166,United Colors of Benetton,Pacífico
3,Ciudad De Barcelona 39,Clothing Store,40.403581,-3.679634,Anasol moda Y Zapatos,Pacífico
4,"Téllez, 21",Clothing Store,40.40218271318731,-3.679187927481226,Babarú,Pacífico
5,Cavanilles 43,Clothing Store,40.404740373484536,-3.6734627891512694,Beatriz,Pacífico
6,León Gil De Palacio 3,Clothing Store,40.402916,-3.678481,Sastreria Boldrini,Pacífico
7,Sanchez Barcaiztegui,Clothing Store,40.405525,-3.671583,Patuquitos,Pacífico
8,,Clothing Store,40.402361,-3.674084,humana doctor ezquerdo 174,Pacífico
0,['España'],Bus Stop,40.407732,-3.678526,Parada EMT 2210,Pacífico
1,['España'],Bus Stop,40.406961,-3.682653,Parada EMT #2049,Pacífico
2,"['28014 Madrid Madrid', 'España']",Bus Stop,40.40635,-3.6848412,Parada 2046,Pacífico
3,['España'],Bus Stop,40.408106,-3.678491,Parada 2211,Pacífico
0,Av. de Menéndez Pelayo 44,Metro Station,40.40446250842396,-3.6808060238632576,Metro Menéndez Pelayo,Pacífico
1,Madrid,Metro Station,40.402805,-3.6725018,Madrid España,Pacífico
2,Av. Ciudad de Barcelona,Metro Station,40.40154621177326,-3.674683426303285,Metro Pacífico,Pacífico
3,,Metro Station,40.404754,-3.681592,L1 Menendez Pelayo,Pacífico
0,Calle Narciso Serra 15,Arts & Entertainment,40.405449,-3.67849,El Hachazo,Pacífico
1,Pza. de Mariano de Cavia 1,Arts & Entertainment,40.4076405917593,-3.6786926476630146,Plaza de Mariano de Cavia,Pacífico
2,,Arts & Entertainment,40.407367,-3.675193,Tio Vivo Avda Mediterraneo,Pacífico
3,,Arts & Entertainment,40.40694102584034,-3.6819665372791226,mushi,Pacífico
4,"Calle de Téllez, 31, 28007 Madrid",Arts & Entertainment,40.40701177913869,-3.68099078701995,"Escuela Municipal de Música y Danza ""Plácido Domingo""",Pacífico
5,Cavanilles 15,Arts & Entertainment,40.406414,-3.67674,Centro Actúa,Pacífico
6,"Calle de Abtao, 10",Arts & Entertainment,40.404027765904054,-3.676300048828125,Codere apuestas,Pacífico
7,P. de Uruguay,Arts & Entertainment,40.41098709192237,-3.680376618853936,Rosaleda del Retiro,Pacífico
8,"C. de Cavanilles, 21",Arts & Entertainment,40.40608258572675,-3.6758599655783,Sala de Exposiciones de la Escuela de Fotografía Ultravioleta,Pacífico
9,"Abtao 25 Interior, Nave B",Arts & Entertainment,40.406606073889755,-3.674978203794819,Mad-Lab,Pacífico
10,Gutenberg 10,Arts & Entertainment,40.40540438516916,-3.681267499923706,Estudio Arte ArcoVerde,Pacífico
11,"C. Reyes Magos, 23",Arts & Entertainment,40.40781021118164,-3.6775903701782227,Arkania,Pacífico
12,Valderribas 10,Arts & Entertainment,40.40329221033406,-3.6761568910643985,Salsalon,Pacífico
13,"Gutemberg, 4",Arts & Entertainment,40.404993872278574,-3.6815009485108474,Espacio unonueve,Pacífico
14,,Arts & Entertainment,40.404713376189456,-3.6828729617600167,La Neo Mudejar,Pacífico
15,3 Calle de Téllez,Arts & Entertainment,40.404071,-3.683192,Cubick,Pacífico
16,,Arts & Entertainment,40.40193350743254,-3.6764936639076815,Centro Cultural Daoiz y Velarde,Pacífico
17,,Arts & Entertainment,40.402425,-3.676185,Dirdam,Pacífico
18,"Calle Julian Gayarre, 3",Arts & Entertainment,40.40664075573496,-3.6836009017738354,Panteón de Hombres Ilustres,Pacífico
19,"Calle del Caballero de Gracia, 21",Arts & Entertainment,40.40722944538004,-3.6744433463755524,Boca Strikes Bowling Alley,Pacífico
20,,Arts & Entertainment,40.40200282222222,-3.6785475222222224,Fotosintesis,Pacífico
21,"C. Sánchez Barcaiztegui, 49",Arts & Entertainment,40.40432485482223,-3.6739338388682916,Nave de Motores Metro de Madrid,Pacífico
22,,Arts & Entertainment,40.404846,-3.673437,Rancho Jalisco,Pacífico
23,,Arts & Entertainment,40.40916328597925,-3.677276174183425,Miiphone,Pacífico
24,"Calle del Doctor Esquerdo, 178, 28007 Madrid",Arts & Entertainment,40.40206015906609,-3.674745441073658,Villa Conchita,Pacífico
25,"C. Fuenterrabía, 4 y 6",Arts & Entertainment,40.40640739316449,-3.6813028269806267,EFTI,Pacífico
26,"Gutemberg, 4",Arts & Entertainment,40.40494879009213,-3.6812520487858844,Unonueve,Pacífico
27,"Avenida Ciudad de Barcelona, 164, 28007 Madrid",Arts & Entertainment,40.401797337840314,-3.6761069297790523,Museo de la Policía Municipal,Pacífico
28,Fuenterrabia 13,Arts & Entertainment,40.40647302388864,-3.6817721082864816,Galeria Cero,Pacífico
29,Calle Antonio De Nebrija,Arts & Entertainment,40.40497310183431,-3.683457440811484,La Neomudejar,Pacífico
30,"C. Fuenterrabía, 2",Arts & Entertainment,40.40620151202923,-3.682074132463649,Real Fábrica de Tapices,Pacífico
31,Ciudad De Barcelona,Arts & Entertainment,40.40132307947543,-3.6751020141899207,Centro Municipal De Mayores Perez Galdos,Pacífico
32,"Calle del Doctor Esquerdo, 176",Arts & Entertainment,40.40236107938474,-3.674014806747436,Codere apuestas,Pacífico
0,Av. Ciudad de Barcelona 163,Park,40.401786795742076,-3.6777021025925265,Parque Daoiz y Velarde,Pacífico
1,"Paseo de Reina Cristina, 2",Park,40.40641513718838,-3.684898854478955,Los Jardins,Pacífico
